#TYPE System.Management.Automation.PSCustomObject
"Name","Quality","Rarity","Slot","Hero","Availibility","Descriptor","Link"
"Bonkers the Mad","Standard"," Immortal"," Back"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298901152"
"Bonkers the Mad","Standard"," Immortal"," Back"," Witch Doctor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298857015"
"Blade of Tears","Standard"," Immortal"," Arms"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856876"
"Blade of Tears","Standard"," Immortal"," Arms"," Morphling"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856862"
"Eidolons of Abyssal Vortex","Standard"," Mythical"," Ability 2"," Enigma"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976528024"
"Eidolons of Abyssal Vortex","Standard"," Mythical"," Ability 2"," Enigma"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856786"
"hatterblast Crown","Standard"," Immortal"," Head"," Ancient Apparition"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298874139"
"hatterblast Crown","Standard"," Immortal"," Head"," Ancient Apparition"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11039157916"
"Backplates of the Razorwyrm","Standard"," Mythical"," Back"," Ursa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9254979265"
"Backplates of the Razorwyrm","Standard"," Mythical"," Back"," Ursa"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856737"
"Righteous Thunderbolt","Standard"," Immortal"," Weapon"," Zeus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856717"
"Righteous Thunderbolt","Standard"," Immortal"," Weapon"," Zeus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298856703"
"Razzil's Midas Knuckles","Standard"," Immortal"," Arms"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8298872663"
"Razzil's Midas Knuckles","Standard"," Immortal"," Arms"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10998726635"
"Effigy Reforger","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297225168"
"Effigy Reforger","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297225112"
"Bracers of the Wailing Inferno","Standard"," Common"," Arms"," Warlock"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297162031"
"Bracers of the Wailing Inferno","Standard"," Common"," Arms"," Warlock"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161996"
"Tail of the Umbral Descent","Standard"," Common"," Tail"," Shadow Demon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161991"
"Tail of the Umbral Descent","Standard"," Common"," Tail"," Shadow Demon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161989"
"Armor of the Umbral Descent","Standard"," Common"," Armor"," Shadow Demon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161985"
"Armor of the Umbral Descent","Standard"," Common"," Armor"," Shadow Demon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161981"
"Umbral Descent Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161974"
"Umbral Descent Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161961"
"Kinetic: Torrent of the Divine Anchor","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550277595"
"Kinetic: Torrent of the Divine Anchor","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161937"
"lt of Broken Scale","Base"," Common"," Belt"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161921"
"lt of Broken Scale","Base"," Common"," Belt"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161906"
"racers of Broken Scale","Base"," Common"," Arms"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161904"
"racers of Broken Scale","Base"," Common"," Arms"," Anti-Mage"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976528023"
"Primeval Prophet Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161825"
"Primeval Prophet Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445946952"
"Elements of the Endless Plane Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161736"
"Elements of the Endless Plane Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976528022"
"Bracer of Abyssal Vortex","Standard"," Mythical"," Arms"," Enigma"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976528021"
"Bracer of Abyssal Vortex","Standard"," Mythical"," Arms"," Enigma"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10998828166"
"Relics of the Drowning Trench Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161267"
"Relics of the Drowning Trench Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161240"
"Warbler and Snikt Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161168"
"Warbler and Snikt Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161142"
"Detonation HUD","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161114"
"Detonation HUD","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161080"
"Beaver Knight Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297161070"
"Beaver Knight Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160650"
"Tail of the Chitinous Stalker","Standard"," Mythical"," Misc"," Nyx Assassin"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11001119574"
"Tail of the Chitinous Stalker","Standard"," Mythical"," Misc"," Nyx Assassin"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160591"
"Baleful Hollow Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160560"
"Baleful Hollow Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9297597224"
"corched Fletcher Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160543"
"corched Fletcher Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9297597217"
"Beetlejaws the Boxhound","Standard"," Immortal"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9297597213"
"Beetlejaws the Boxhound","Standard"," Immortal"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160517"
"Bloody Ripper Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160512"
"Bloody Ripper Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160487"
"Wings of the Lucent Gate","Standard"," Common"," Back"," Outworld Devourer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160242"
"Wings of the Lucent Gate","Standard"," Common"," Back"," Outworld Devourer"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160014"
"s of Luxor Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297160010"
"s of Luxor Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159995"
"DotaCinema Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159975"
"DotaCinema Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159972"
"The Summit 3 Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159918"
"The Summit 3 Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159898"
"D2CL Season 5 HUD","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159895"
"D2CL Season 5 HUD","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159889"
"The Summit 2 Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159877"
"The Summit 2 Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159864"
"i-League Season 2 HUD Skin","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159859"
"i-League Season 2 HUD Skin","Standard"," Common"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159812"
"Virulent Matriarch Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159777"
"Virulent Matriarch Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159747"
"Crucible of Light's Robes","Standard"," Common"," Belt"," Keeper of the Light"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159708"
"Crucible of Light's Robes","Standard"," Common"," Belt"," Keeper of the Light"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159694"
"Nether Grandmaster's Bite","Standard"," Common"," Weapon"," Pugna"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159654"
"Nether Grandmaster's Bite","Standard"," Common"," Weapon"," Pugna"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159652"
"Nether Grandmaster's Waistcloth","Standard"," Common"," Belt"," Pugna"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159635"
"Nether Grandmaster's Waistcloth","Standard"," Common"," Belt"," Pugna"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9254922894"
"Lantern of the Nightwatch","Standard"," Common"," Weapon"," Bristleback"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159570"
"Lantern of the Nightwatch","Standard"," Common"," Weapon"," Bristleback"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159564"
"Belt of Fury","Standard"," Common"," Belt"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159520"
"Belt of Fury","Standard"," Common"," Belt"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159518"
"Tail of Fury","Standard"," Common"," Tail"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159517"
"Tail of Fury","Standard"," Common"," Tail"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501609"
"Cape of the Year Beast","Standard"," Common"," Back"," Wraith King"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159501"
"Cape of the Year Beast","Standard"," Common"," Back"," Wraith King"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9254914438"
"Brooch of the Fluttering Amethyst","Standard"," Common"," Head"," Templar Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159452"
"Brooch of the Fluttering Amethyst","Standard"," Common"," Head"," Templar Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159417"
"Mohawk of the Convicts","Standard"," Common"," Neck"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159414"
"Mohawk of the Convicts","Standard"," Common"," Neck"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159411"
"uit of the Convicts","Standard"," Common"," Back"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159406"
"uit of the Convicts","Standard"," Common"," Back"," Alchemist"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159394"
"Belt of the Harbinger","Standard"," Common"," Belt"," Axe"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159379"
"Belt of the Harbinger","Standard"," Common"," Belt"," Axe"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159338"
"Fiend Summoner Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378741"
"Fiend Summoner Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378726"
"Monstrous Reprisal Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159319"
"Monstrous Reprisal Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8770673004"
"Dagger of the Cunning Corsair","Standard"," Mythical"," Weapon"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501608"
"Dagger of the Cunning Corsair","Standard"," Mythical"," Weapon"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159272"
"Left Arm of the Igneous Stone","Standard"," Common"," Arms"," Tiny"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159267"
"Left Arm of the Igneous Stone","Standard"," Common"," Arms"," Tiny"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159252"
"Azure Constellation Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159244"
"Azure Constellation Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159230"
"hroud of Ka","Standard"," Common"," Head"," Necrophos"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159216"
"hroud of Ka","Standard"," Common"," Head"," Necrophos"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159203"
"Cuffs of the Crystalline Comet","Standard"," Common"," Arms"," Crystal Maiden"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159198"
"Cuffs of the Crystalline Comet","Standard"," Common"," Arms"," Crystal Maiden"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159192"
"Anguilla","Standard"," Rare"," Legs"," Disruptor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847026"
"Anguilla","Standard"," Rare"," Legs"," Disruptor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159182"
"ength Horn of the Engulfing Spike","Standard"," Common"," Misc"," Magnus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159158"
"ength Horn of the Engulfing Spike","Standard"," Common"," Misc"," Magnus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12257436194"
"Engulfing Spike Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159149"
"Engulfing Spike Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159143"
"Golden Chaos Fulcrum","Standard"," Immortal"," Off-Hand"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12246678200"
"Golden Chaos Fulcrum","Standard"," Immortal"," Off-Hand"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9305860966"
"Iron Claw Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159135"
"Iron Claw Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159112"
"Bracers of The Iron Claw","Standard"," Common"," Arms"," Lone Druid"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159109"
"Bracers of The Iron Claw","Standard"," Common"," Arms"," Lone Druid"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159088"
"Captain Bamboo","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12246667086"
"Captain Bamboo","Standard"," Mythical"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501607"
"entinel of the Lucent Gate Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159073"
"entinel of the Lucent Gate Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159066"
"guine Royalty Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159061"
"guine Royalty Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159056"
"Wrath of Ka Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159050"
"Wrath of Ka Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159044"
"Pauldrons of the Eldwurm's Touch","Standard"," Common"," Shoulder"," Drow Ranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159039"
"Pauldrons of the Eldwurm's Touch","Standard"," Common"," Shoulder"," Drow Ranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159033"
"Talons of the Urushin Huntsman","Standard"," Mythical"," Gloves"," Clinkz"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9254899830"
"Talons of the Urushin Huntsman","Standard"," Mythical"," Gloves"," Clinkz"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159015"
"Crescent Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297159014"
"Crescent Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158992"
"Crescent Quiver","Standard"," Common"," Misc"," Mirana"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158988"
"Crescent Quiver","Standard"," Common"," Misc"," Mirana"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158984"
"Vigilante Fox Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158976"
"Vigilante Fox Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158971"
"Infernal Wings Flare","Standard"," Common"," Shoulder"," Lion"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158964"
"Infernal Wings Flare","Standard"," Common"," Shoulder"," Lion"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158949"
"Tail of the Cunning Corsair","Standard"," Mythical"," Tail"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501606"
"Tail of the Cunning Corsair","Standard"," Mythical"," Tail"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501605"
"ic Lord Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158920"
"ic Lord Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158898"
"Bracers of the Static Lord","Standard"," Common"," Arms"," Disruptor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158885"
"Bracers of the Static Lord","Standard"," Common"," Arms"," Disruptor"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158881"
"Timberthaw Armor","Standard"," Common"," Armor"," Timbersaw"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158854"
"Timberthaw Armor","Standard"," Common"," Armor"," Timbersaw"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158739"
"Wyrmwrought Flare","Standard"," Immortal"," Belt"," Lina"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12246671194"
"Wyrmwrought Flare","Standard"," Immortal"," Belt"," Lina"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158723"
"Magus Accord","Standard"," Immortal"," Arms"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12245505494"
"Magus Accord","Standard"," Immortal"," Arms"," Invoker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12215873139"
"Array of Tranquility Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158701"
"Array of Tranquility Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8556691566"
"Vanquishing Demons Ritual Headgear","Standard"," Common"," Head"," Earth Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158673"
"Vanquishing Demons Ritual Headgear","Standard"," Common"," Head"," Earth Spirit"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158671"
"Latticean Shards","Standard"," Immortal"," Weapon"," Nyx Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9243214293"
"Latticean Shards","Standard"," Immortal"," Weapon"," Nyx Assassin"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158654"
"Loading Screen of the Demonic Vessel","Standard"," Common"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158505"
"Loading Screen of the Demonic Vessel","Standard"," Common"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158501"
"Crucible of Light's Vestiments","Standard"," Common"," Head"," Keeper of the Light"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158482"
"Crucible of Light's Vestiments","Standard"," Common"," Head"," Keeper of the Light"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158463"
"meevil's Penance","Standard"," Immortal"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550272938"
"meevil's Penance","Standard"," Immortal"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158436"
"Avatar of the Hunter of Kings","Standard"," Common"," Shoulder"," Lycan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158433"
"Avatar of the Hunter of Kings","Standard"," Common"," Shoulder"," Lycan"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158425"
"Cloak of the Demonic Vessel","Standard"," Common"," Back"," Abaddon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158416"
"Cloak of the Demonic Vessel","Standard"," Common"," Back"," Abaddon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158407"
"Hood of the Demonic Vessel","Standard"," Common"," Head"," Abaddon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158403"
"Hood of the Demonic Vessel","Standard"," Common"," Head"," Abaddon"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158398"
"Cuffs of the Cunning Corsair","Standard"," Mythical"," Arms"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976501604"
"Cuffs of the Cunning Corsair","Standard"," Mythical"," Arms"," Riki"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158377"
"Twin Blades Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158361"
"Twin Blades Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9254871579"
"Armor of the Twin Blades","Standard"," Common"," Armor"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8297158354"
"Armor of the Twin Blades","Standard"," Common"," Armor"," Bounty Hunter"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_12135408668"
"Lycosidae's Favor","Standard"," Immortal"," N/A"," Broodmother"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_11810097084"
