#TYPE System.Management.Automation.PSCustomObject
"Name","Quality","Rarity","Slot","Hero","Availibility","Descriptor","Link"
"Taunt: Raging Bull","Standard"," Rare"," Taunt"," Spirit Breaker"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550252805"
"Watchful Wyrm","Standard"," Rare"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10470063712"
"Watchful Wyrm","Standard"," Rare"," Ward"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550251787"
"Flying Arrow Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378804"
"Flying Arrow Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976580535"
"Teacher of the Flame Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8777378772"
"Teacher of the Flame Loading Screen","Genuine"," Rare"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10469847370"
"Mask of the Manta Marauder","Standard"," Mythical"," Head"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976580534"
"Mask of the Manta Marauder","Standard"," Mythical"," Head"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8911485035"
"ymbol of the King Restored","Standard"," Mythical"," Head"," Zeus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10469844355"
"ymbol of the King Restored","Standard"," Mythical"," Head"," Zeus"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8550245387"
"Oni Knight the Dark Conqueror Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8770673001"
"Oni Knight the Dark Conqueror Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_9553005907"
"Axe of the Dark Conqueror","Standard"," Mythical"," Weapon"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8770673006"
"Axe of the Dark Conqueror","Standard"," Mythical"," Weapon"," Chaos Knight"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8493135691"
"Ascendant Bounty Hunter Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8446452827"
"Ascendant Bounty Hunter Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8446452826"
"Ascendant Ursa Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8446452825"
"Ascendant Ursa Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8446452824"
"Ascendant Lone Druid Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445985125"
"Ascendant Lone Druid Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445985124"
"Ascendant Razor Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445985123"
"Ascendant Razor Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445985122"
"Belt of the Manta Marauder","Standard"," Mythical"," Belt"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976580533"
"Belt of the Manta Marauder","Standard"," Mythical"," Belt"," Batrider"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445985121"
"The International 2016 HUD","Standard"," Rare"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445947032"
"The International 2016 HUD","Standard"," Rare"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445946968"
"Mega-Kills: Crystal Maiden","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445974598"
"Mega-Kills: Crystal Maiden","Standard"," Mythical"," Mega-Kill Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445947000"
"Announcer: Crystal Maiden","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445974597"
"Announcer: Crystal Maiden","Standard"," Mythical"," Announcer"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8445946961"
"Ye Olde Pipe","Standard"," Common"," Neck"," Kunkka"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847055"
"Ye Olde Pipe","Standard"," Common"," Neck"," Kunkka"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847051"
"Ghastly Scarf of the Corpse Maiden","Standard"," Common"," Belt"," Death Prophet"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847021"
"Ghastly Scarf of the Corpse Maiden","Standard"," Common"," Belt"," Death Prophet"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847009"
"parrowhawk Wings","Standard"," Uncommon"," Shoulder"," Windranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847049"
"parrowhawk Wings","Standard"," Uncommon"," Shoulder"," Windranger"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8762634256"
"Viridus Claw","Standard"," Uncommon"," Arms"," Faceless Void"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847029"
"Viridus Claw","Standard"," Uncommon"," Arms"," Faceless Void"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407847003"
"Winged Guardian","Standard"," Uncommon"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8407846997"
"Winged Guardian","Standard"," Uncommon"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8770673005"
"Butterfly Cup Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227519"
"Butterfly Cup Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227487"
"pphire Sabre-Lynx Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227475"
"pphire Sabre-Lynx Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227450"
"Great Calamity Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227443"
"Great Calamity Loading Screen","Standard"," Common"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227473"
"Demonic Essence","Standard"," Uncommon"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227466"
"Demonic Essence","Standard"," Uncommon"," HUD Skin"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227399"
"hadowforce Gale","Standard"," Mythical"," N/A"," Luna"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_10976569440"
"hadowforce Gale","Standard"," Mythical"," N/A"," Luna"," Not Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227510"
"Cruel Diretide","Elder"," Rare"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227503"
"Cruel Diretide","Elder"," Rare"," HUD Skin"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227458"
"Effigy Block of Winter 2016 Level III","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227428"
"Effigy Block of Winter 2016 Level III","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227419"
"Effigy Block of Jade","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227416"
"Effigy Block of Jade","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227412"
"Effigy Block of Winter 2016","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227407"
"Effigy Block of Winter 2016","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227393"
"Inscribed Frostbitten Enemies","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227381"
"Inscribed Frostbitten Enemies","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227496"
"Smeevil","Genuine"," Legendary"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8324227376"
"Smeevil","Genuine"," Legendary"," Courier"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610436"
"Prismatic Grace Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610380"
"Prismatic Grace Loading Screen","Standard"," Uncommon"," Loading Screen"," Other"," Tradable",,"http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610829"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610811"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610800"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610784"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610773"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610768"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610762"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610741"
"Inscribed Wards Placed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610736"
"Inscribed Heroes Revealed with Dust","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610727"
"Inscribed Heroes Revealed with Dust","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610721"
"Inscribed Towers Destroyed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610712"
"Inscribed Towers Destroyed","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610709"
"Inscribed Couriers Purchased","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610703"
"Inscribed Couriers Purchased","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610698"
"Inscribed Victories","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610691"
"Inscribed Victories","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610685"
"Inscribed Roshan Kills","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610679"
"Inscribed Roshan Kills","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610674"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610668"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610665"
"Inscribed Gold Spent","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610659"
"Inscribed Gold Spent","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610648"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610635"
"Inscribed Gold Earned","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610624"
"Inscribed Wards Purchased","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610617"
"Inscribed Wards Purchased","Standard"," Rare"," N/A"," Other"," Tradable","","http://steamcommunity.com/profiles/76561198161389877/inventory/#570_2_8300610605"
